date,Qobs,Qb_o_o,Qb_o_09,Qb_o_omedian,Qb_m_09,Qb_m_o,Qb_m_omedian,Qb_Af_09,Qb_Af_o,Qb_Af_omedian
1973-03-01,0.339847068819031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1973-03-02,0.339847068819031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1973-03-03,0.339847068819031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1973-03-04,0.339847068819031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1973-03-05,0.339847068819031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1973-03-06,0.339847068819031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1973-03-07,0.339847068819031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1973-03-08,0.368167657887284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1973-03-09,0.368167657887284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1973-03-10,0.311526479750779,NaN,NaN,NaN,0.311526479750779,0.311526479750779,0.311526479750779,0.311526479750779,0.311526479750779,0.311526479750779
1973-03-11,0.339847068819031,NaN,NaN,NaN,0.311526479750779,0.310035922431397,0.310035922431397,0.339847068819031,0.310035922431397,0.310035922431397
1973-03-12,0.339847068819031,NaN,NaN,NaN,0.311526479750779,0.308545365112015,0.308545365112015,0.339847068819031,0.308545365112015,0.308545365112015
1973-03-13,0.453129425092042,NaN,NaN,NaN,0.311526479750779,0.307054807792634,0.307054807792634,0.351175304446332,0.307054807792634,0.307054807792634
1973-03-14,0.481450014160294,NaN,NaN,NaN,0.311526479750779,0.305564250473252,0.305564250473252,0.356839422259983,0.305564250473252,0.305564250473252
1973-03-15,0.396488246955537,NaN,NaN,NaN,0.311526479750779,0.30407369315387,0.30407369315387,0.362503540073634,0.30407369315387,0.30407369315387
1973-03-16,0.368167657887284,NaN,NaN,NaN,0.311526479750779,0.302583135834488,0.302583135834488,0.368167657887284,0.302583135834488,0.302583135834488
1973-03-17,0.368167657887284,NaN,NaN,NaN,0.311526479750779,0.301092578515107,0.301092578515107,0.361632137333072,0.301092578515107,0.301092578515107
1973-03-18,0.481450014160294,NaN,NaN,NaN,0.311526479750779,0.299602021195725,0.299602021195725,0.35509661677886,0.299602021195725,0.299602021195725
1973-03-19,0.424808836023789,NaN,NaN,NaN,0.311526479750779,0.298111463876343,0.298111463876343,0.348561096224648,0.298111463876343,0.298111463876343
1973-03-20,0.424808836023789,NaN,NaN,NaN,0.311526479750779,0.296620906556962,0.296620906556962,0.342025575670435,0.296620906556962,0.296620906556962
