date,Qobs,Qb_o_o,Qb_o_09,Qb_o_omedian,Qb_m_09,Qb_m_o,Qb_m_omedian,Qb_Af_09,Qb_Af_o,Qb_Af_omedian
1967-10-01,2.54885301614274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1967-10-02,2.83205890682526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1967-10-03,2.83205890682526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1967-10-04,2.690455961484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1967-10-05,2.40725007080147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1967-10-06,2.40725007080147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1967-10-07,2.26564712546021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1967-10-08,2.26564712546021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1967-10-09,2.40725007080147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1967-10-10,2.54885301614274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1967-10-11,2.54885301614274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1967-10-12,2.37892948173322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1967-10-13,2.29396771452846,NaN,2.29396771452846,2.29396771452846,2.29396771452846,NaN,2.29396771452846,2.29396771452846,NaN,2.29396771452846
1967-10-14,2.57717360521099,NaN,2.305449034421,2.29060764463901,2.305449034421,NaN,2.29060764463901,2.305449034421,NaN,2.29060764463901
1967-10-15,2.57717360521099,NaN,2.31693035431353,2.28724757474955,2.31693035431353,NaN,2.28724757474955,2.31693035431353,NaN,2.28724757474955
1967-10-16,2.77541772868876,NaN,2.32841167420607,2.2838875048601,2.32841167420607,NaN,2.2838875048601,2.32841167420607,NaN,2.2838875048601
1967-10-17,3.00198244123478,NaN,2.3398929940986,2.28052743497065,2.3398929940986,NaN,2.28052743497065,2.3398929940986,NaN,2.28052743497065
1967-10-18,3.00198244123478,NaN,2.35137431399114,2.27716736508119,2.35137431399114,NaN,2.27716736508119,2.35137431399114,NaN,2.27716736508119
1967-10-19,2.77541772868876,NaN,2.36285563388367,2.27380729519174,2.36285563388367,NaN,2.27380729519174,2.36285563388367,NaN,2.27380729519174
1967-10-20,2.71877655055225,NaN,2.37433695377621,2.27044722530229,2.37433695377621,NaN,2.27044722530229,2.37433695377621,NaN,2.27044722530229
1967-10-21,2.77541772868876,NaN,2.38581827366874,2.26708715541283,2.38581827366874,NaN,2.26708715541283,2.38581827366874,NaN,2.26708715541283
1967-10-22,3.08694420843954,NaN,2.39729959356128,2.26372708552338,2.39729959356128,NaN,2.26372708552338,2.39729959356128,NaN,2.26372708552338
1967-10-23,3.31350892098556,NaN,2.40878091345381,2.26036701563393,2.40878091345381,NaN,2.26036701563393,2.40878091345381,NaN,2.26036701563393
1967-10-24,3.2285471537808,NaN,2.42026223334635,2.25700694574447,2.42026223334635,NaN,2.25700694574447,2.42026223334635,NaN,2.25700694574447
1967-10-25,3.2285471537808,NaN,2.43174355323888,2.25364687585502,2.43174355323888,NaN,2.25364687585502,2.43174355323888,NaN,2.25364687585502
1967-10-26,3.31350892098556,NaN,2.44322487313142,2.25028680596556,2.44322487313142,NaN,2.25028680596556,2.44322487313142,NaN,2.25028680596556
1967-10-27,3.39847068819031,NaN,2.45470619302395,2.24692673607611,2.45470619302395,NaN,2.24692673607611,2.45470619302395,NaN,2.24692673607611
1967-10-28,3.54007363353158,NaN,2.46618751291648,2.24356666618666,2.46618751291648,NaN,2.24356666618666,2.46618751291648,NaN,2.24356666618666
1967-10-29,3.2285471537808,NaN,2.47766883280902,2.2402065962972,2.47766883280902,NaN,2.2402065962972,2.47766883280902,NaN,2.2402065962972
1967-10-30,4.44633248371566,NaN,2.48915015270155,2.23684652640775,2.48915015270155,NaN,2.23684652640775,2.48915015270155,NaN,2.23684652640775
1967-10-31,11.1583120928915,NaN,2.50063147259409,2.2334864565183,2.50063147259409,NaN,2.2334864565183,2.50063147259409,NaN,2.2334864565183
1967-11-01,16.709147550269,NaN,2.51211279248662,2.23012638662884,2.51211279248662,NaN,2.23012638662884,2.51211279248662,NaN,2.23012638662884
1967-11-02,16.709147550269,NaN,2.52359411237916,2.22676631673939,2.52359411237916,NaN,2.22676631673939,2.52359411237916,NaN,2.22676631673939
1967-11-03,8.24129141886151,NaN,2.53507543227169,2.22340624684993,2.53507543227169,NaN,2.22340624684993,2.53507543227169,NaN,2.22340624684993
1967-11-04,5.60747663551402,NaN,2.54655675216423,2.22004617696048,2.54655675216423,NaN,2.22004617696048,2.54655675216423,NaN,2.22004617696048
1967-11-05,4.8994619088077,NaN,2.55803807205676,2.21668610707103,2.55803807205676,NaN,2.21668610707103,2.55803807205676,NaN,2.21668610707103
1967-11-06,4.44633248371566,NaN,2.5695193919493,2.21332603718157,2.5695193919493,NaN,2.21332603718157,2.5695193919493,NaN,2.21332603718157
1967-11-07,4.19144718210139,NaN,2.58100071184183,2.20996596729212,2.58100071184183,NaN,2.20996596729212,2.58100071184183,NaN,2.20996596729212
1967-11-08,3.93656188048711,NaN,2.59248203173437,2.20660589740267,2.59248203173437,NaN,2.20660589740267,2.59248203173437,NaN,2.20660589740267
1967-11-09,3.93656188048711,NaN,2.6039633516269,2.20324582751321,2.6039633516269,NaN,2.20324582751321,2.6039633516269,NaN,2.20324582751321
1967-11-10,3.85160011328236,NaN,2.61544467151944,2.19988575762376,2.61544467151944,NaN,2.19988575762376,2.61544467151944,NaN,2.19988575762376
1967-11-11,3.7666383460776,NaN,2.62692599141197,2.1965256877343,2.62692599141197,NaN,2.1965256877343,2.62692599141197,NaN,2.1965256877343
1967-11-12,3.68167657887284,NaN,2.63840731130451,2.19316561784485,2.63840731130451,NaN,2.19316561784485,2.63840731130451,NaN,2.19316561784485
1967-11-13,3.45511186632682,NaN,2.64988863119704,2.1898055479554,2.64988863119704,NaN,2.1898055479554,2.64988863119704,NaN,2.1898055479554
1967-11-14,3.31350892098556,NaN,2.66136995108958,2.18644547806594,2.66136995108958,NaN,2.18644547806594,2.66136995108958,NaN,2.18644547806594
